# EGS HST Catalogue
# From https://archive.stsci.edu/hlsp/candels/egs-catalogs
RA,Dec
215.1264105,53.0103976
214.7928999,52.7721498
214.8397084,52.807336
214.8515466,52.8153285
214.7905344,52.7722158
214.9961063,52.918485
215.0580345,52.9622397
215.2087973,53.0679103
215.160336,53.0342918
214.9186645,52.8615586
215.0906481,52.9842661
215.1102302,52.998643
214.830016,52.8000073
215.1024487,52.9934965
215.1589891,53.0333451
214.7721084,52.7582816
214.9340049,52.8745185
215.1689189,53.040192
215.0442478,52.9521239
215.1181992,53.0047204
215.0563756,52.9611409
214.9560489,52.8901921
214.9895696,52.9139482
214.9880215,52.9119774
215.0274042,52.9400198
214.8239854,52.7963237
215.1635251,53.0366128
214.7277551,52.7260302
215.1201284,53.0055883
214.9369869,52.8758672
215.0220655,52.9366921
215.2079868,53.0678274
215.0598908,52.9636754
214.9000646,52.8503017
215.1825386,53.0499943
214.7346702,52.7323588
214.9381729,52.8743537
214.6894132,52.6982514
214.7885059,52.7711082
215.1799274,53.048079
214.9578867,52.8913523
214.8944475,52.8464584
214.9954164,52.9182154
214.8454893,52.8104787
215.0133647,52.9307132
214.7954798,52.7752246
214.6998894,52.7074544
214.8464476,52.8124903
214.6762372,52.6905996
214.9454962,52.8821295
215.0903129,52.985182
214.9603607,52.8934569
214.8464685,52.8109256
214.8873004,52.8415911
214.8791323,52.8357787
214.7399996,52.7365189
215.2171323,53.0743915
214.9864022,52.9119094
214.7700844,52.757152
214.8260908,52.7978385
214.878794,52.8355529
214.8155698,52.7905721
214.8574256,52.8196504
214.9175071,52.863097
215.1449783,53.0229055
215.145536,53.0239863
215.1204886,53.005253
214.8352775,52.8043091
214.8132651,52.7889449
214.7772313,52.7632115
215.1803927,53.0486857
214.8187569,52.7928727
215.2198619,53.0762183
215.1540165,53.0300325
214.8567681,52.8192565
215.0108591,52.928775
215.2128335,53.0712681
215.1653968,53.0379931
214.8693626,52.8286646
214.9605936,52.8937081
214.9895788,52.9136303
214.9059264,52.8537328
215.0323433,52.9432277
215.0082928,52.9261863
214.8174018,52.7914782
214.6741856,52.6894722
215.1038935,52.994731
215.1530022,53.0290276
215.2083568,53.0683988
214.9312215,52.8725651
214.7512435,52.7445419
214.7300063,52.7295271
215.0495754,52.9560673
214.7344318,52.7325716
215.0096918,52.9285515
215.0219868,52.9361025
214.7826816,52.7665797
214.9946763,52.9179033
215.0977652,52.9897748
215.2143757,53.0722844
214.8639895,52.8252319
214.7893493,52.7720275
215.1063946,52.9963682
215.0089624,52.9257859
215.0621382,52.9655323
214.7841917,52.7672444
214.9916769,52.9158952
215.1436478,53.023068
215.0125073,52.9299527
215.1697585,53.0411764
214.7487463,52.7423741
214.7000279,52.708023
214.7065263,52.7100822
215.2102281,53.0698742
214.7976736,52.7780878
214.8519651,52.8162638
215.131907,53.0147681
214.9161149,52.8518822
215.128393,53.0112439
214.9871153,52.9127757
215.1394041,53.0198099
214.8241198,52.796601
214.8719658,52.8290744
214.7594573,52.7502357
214.8125129,52.7885248
214.7903524,52.7728997
215.018539,52.9344087
214.8958446,52.847615
214.8226176,52.7959359
214.9223278,52.866534
214.8825813,52.8379294
215.1865751,53.0532915
214.9184415,52.863744
215.151326,53.0276837
214.8591461,52.820115
215.075743,52.9737742
214.7940759,52.7741176
215.1481439,53.0264075
214.8828118,52.8373837
215.1416496,53.021883
214.9778224,52.9056262
214.6876762,52.6995049
215.2088358,53.0690383
214.847268,52.812821
215.0952393,52.9892261
214.8066547,52.7838358
214.9229585,52.8671939
214.9764801,52.9052896
215.1373773,53.0178193
214.9356698,52.875637
214.9445531,52.8815327
214.9250699,52.8682909
215.0569856,52.9617091
214.802723,52.7814567
214.9447278,52.882291
215.0562431,52.96168
215.0397696,52.9498714
214.6983647,52.7053737
214.9224976,52.8663554
214.884267,52.8399774
215.1237036,53.0088689
214.7138045,52.7180303
215.0031657,52.9241532
214.9548432,52.889959
215.0213334,52.9355842
215.0862286,52.9826914
214.7086417,52.7145799
214.9752659,52.904603
215.2023843,53.0646386
214.8008687,52.7806234
214.9196612,52.8646614
214.8771104,52.834252
215.1521485,53.0293214
214.9270582,52.8704495
214.9279273,52.8710851
214.8184279,52.7932021
214.9790831,52.9072746
214.9305381,52.8728044
214.7363761,52.7310104
215.032451,52.9447177
215.1597927,53.0345551
215.1980474,53.06137
214.9451379,52.8828859
214.8847347,52.8404728
214.8032037,52.7823915
214.8315321,52.8025854
214.8708625,52.8286528
214.9671994,52.8988663
214.996104,52.9168811
215.1429771,53.0230737
214.8510077,52.8163107
215.0158708,52.9332118
214.6792744,52.6932257
214.8059589,52.7839948
214.9893663,52.9147305
214.797267,52.77795
215.1987418,53.0620652
215.056515,52.9603561
215.1990604,53.0616192
214.9804847,52.9079435
215.0208267,52.9370127
214.7591359,52.7509826
214.9376341,52.878102
215.1632258,53.0373482
214.8642776,52.8234912
214.7768181,52.7633731
215.2194076,53.0754602
214.8213395,52.7954251
215.1225013,53.0085978
215.00287,52.9243571
214.9447283,52.8831538
214.7944745,52.7762439
215.0969036,52.9904065
214.8560022,52.8192408
214.724356,52.7258124
214.8142387,52.7899904
215.0062373,52.9267534
214.9451519,52.8834956
214.7828195,52.7677681
215.0559455,52.9617277
214.8153098,52.7885437
215.1657446,53.0390965
214.9541709,52.8899072
215.0350988,52.9471674
215.188483,53.0541213
214.8950861,52.8479886
215.0721582,52.9723831
214.9852936,52.9116432
215.2248763,53.0806666
214.7138642,52.7186995
215.1385086,53.0180364
214.7303145,52.73009
215.0715912,52.972971
214.7692505,52.7583372
215.2135681,53.072777
214.9840955,52.9111588
215.1134855,52.9998879
215.129646,53.0131175
215.2141822,53.0704669
215.0988977,52.9921303
214.8902091,52.8436901
215.1308738,53.0147921
214.8414785,52.8096291
215.0459308,52.952073
215.2072534,53.0683559
215.1547508,53.0315902
215.04553,52.954208
215.0212942,52.9375428
214.85433,52.8191207
214.8540136,52.8188853
214.7819504,52.7661689
215.1424049,53.0228601
215.056708,52.9618625
215.1403201,53.0207014
214.9721699,52.9020049
214.8189361,52.7936402
215.1769258,53.0472161
214.9541325,52.888763
214.9230762,52.868034
214.8425775,52.8106514
214.8858612,52.8397839
214.7517227,52.7458825
215.1132462,53.0022931
214.9416024,52.8809881
215.0216534,52.9377493
214.7874679,52.7706824
214.7934142,52.7757325
214.9974687,52.9207911
214.9037173,52.8540058
214.8507054,52.8160486
214.8429603,52.8108991
214.7647982,52.7553372
214.8347175,52.8049347
214.8919204,52.8452544
214.9021627,52.8531892
214.7939401,52.7762176
214.6859666,52.6984346
215.0335561,52.9463868
214.9465326,52.8823543
215.0771705,52.9768679
215.1073374,52.997923
214.6972773,52.7069613
214.9704752,52.9018011
215.0477902,52.9512598
214.8003889,52.7788317
215.1762149,53.0468864
214.7953131,52.7762819
215.1720616,53.0423936
215.1476565,53.0266344
215.1788923,53.0480961
215.0854063,52.9830443
214.9716095,52.9026422
215.0135604,52.9322046
215.0888455,52.9854786
214.688086,52.7005859
215.0516629,52.959081
215.0296346,52.9435297
215.1327114,53.0164158
215.0482275,52.955002
215.0492227,52.957308
215.0805328,52.9794589
214.9463626,52.8848058
215.1330806,53.0147528
214.7870071,52.7708769
214.7072952,52.7139284
215.0265577,52.9415901
214.722983,52.7256513
215.2183393,53.0751115
214.9520653,52.8888299
215.1684302,53.0411668
214.8470211,52.814063
214.9746857,52.9048558
215.0355894,52.9467299
215.1755254,53.0457174
214.7799824,52.765472
214.9858173,52.9127194
214.7176885,52.7215083
214.7816339,52.7675189
214.9736705,52.9042412
214.9159762,52.8620165
214.9194254,52.8653476
215.165613,53.0393216
214.764572,52.7545067
214.6883324,52.7008219
215.2166197,53.0751593
214.8803622,52.8376803
214.7038741,52.7120369
215.1288148,53.0138003
214.9938238,52.9183639
215.2170605,53.0750046
215.0838477,52.9818975
214.7937344,52.7760005
214.8687545,52.8298672
215.0985099,52.992358
215.0109001,52.9306701
215.1474276,53.0269349
215.2140551,53.0731291
214.8025947,52.7824822
214.7414598,52.7385974
214.7272346,52.7288676
215.1575414,53.0340835
215.0770927,52.9774883
214.9718736,52.9022717
215.2159862,53.0748867
215.201582,53.0649281
215.0450774,52.9549172
214.6970505,52.707164
214.9216278,52.8668812
214.9237445,52.86883
215.1253874,53.011425
214.7313712,52.7313087
215.0102838,52.9303291
215.1178924,53.0039251
215.0148537,52.9332036
215.0197188,52.9363444
215.0262611,52.9416427
214.8563607,52.8211511
214.9573645,52.8929085
214.7063068,52.7136604
215.048611,52.9571856
215.0823072,52.9806098
214.9250601,52.8698727
214.80574,52.7851079
214.7292293,52.730429
214.8607711,52.8221148
215.134407,53.0179277
214.8347816,52.8053848
215.170616,53.0431683
214.8983149,52.8490714
214.8525195,52.8180325
214.6997499,52.7092702
214.8387515,52.8083722
214.722333,52.7255439
214.7096815,52.7158916
214.8557787,52.8206346
214.9858564,52.9130379
215.0134848,52.9324647
214.8168217,52.7931217
215.1331637,53.0165559
215.1471312,53.0268738
214.9229715,52.8666436
214.7924639,52.7729244
214.9458781,52.8839458
214.6993657,52.7083626
214.8800371,52.8374784
214.9055461,52.8555161
215.0446397,52.9545411
214.6811323,52.6960919
215.1680169,53.0415745
214.6904925,52.702432
215.2209413,53.0783592
214.9286421,52.8725334
215.0016724,52.9244851
214.8105606,52.7887483
214.9386108,52.879063
214.6750601,52.6917741
215.1513808,53.0293925
215.0898597,52.9867368
214.831607,52.8035997
215.140887,53.022206
214.8922353,52.8469004
214.8895375,52.8449921
214.818707,52.7945525
215.2233947,53.0805505
214.9545217,52.8911103
214.9636167,52.8975654
214.9888173,52.9154265
215.0542414,52.9614008
215.0456188,52.9525699
214.8094824,52.7880212
214.8485774,52.8122581
214.960598,52.8954635
214.7623076,52.7528429
214.7010001,52.7101824
214.7849724,52.7693512
215.1500834,53.0283527
215.2112786,53.0719167
215.1135022,53.0020194
214.8762238,52.8355778
214.7991861,52.7806891
214.7647323,52.7559948
215.1368127,53.0172395
215.0700185,52.9718593
214.8733993,52.8334076
214.710001,52.7164763
214.9808649,52.9098
214.8830178,52.8404731
215.120249,53.0082925
214.8204465,52.7959178
214.8967048,52.8498589
215.2018251,53.0655836
214.7130909,52.7191847
215.0904818,52.9872773
215.1816909,53.051287
215.0053816,52.927196
214.9310132,52.8745968
215.1787798,53.0491043
214.9748247,52.9055011
215.1512113,53.0297474
214.9376775,52.8793495
215.0330633,52.9464486
215.1627704,53.0380088
214.9523101,52.8897087
214.7929827,52.7752791
214.763351,52.7547054
214.9870946,52.9140639
214.7790478,52.7662408
214.9993796,52.9226337
214.7522743,52.747345
214.6869334,52.7002685
214.7856936,52.7712327
215.1514711,53.0303314
214.9765792,52.90698
215.1576259,53.034517
214.8939837,52.8474878
214.7802432,52.7652688
214.6780105,52.6941575
214.9640005,52.8980788
215.0935404,52.988399
214.8551555,52.8208069
215.1345466,53.0175819
214.8035622,52.7836332
215.1491707,53.0276364
214.912696,52.8616551
214.7352943,52.7352473
215.0480642,52.9533799
215.1641185,53.0343558
214.8298059,52.8016379
215.0068794,52.9285235
215.1047205,52.9965114
214.847086,52.8146915
215.0605253,52.9661878
215.0670166,52.9704222
214.9267866,52.8717891
214.6755702,52.6921687
215.121128,53.0053476
214.8625222,52.825888
214.8497783,52.8166738
215.1545321,53.032643
214.7426661,52.7383749
214.844803,52.8128966
215.0040664,52.9262604
215.171588,53.0432194
214.9592549,52.894722
214.6804497,52.6961358
214.9208803,52.8674123
214.7082899,52.7149685
214.8097593,52.7886631
214.739984,52.7376578
215.0271934,52.9422188
214.6775031,52.6939203
215.0248677,52.941175
215.0978982,52.9925039
214.7783827,52.7660387
214.698514,52.7091331
215.1603232,53.0367925
215.2185682,53.0775297
215.127651,53.0125615
214.6805792,52.6963191
214.95828,52.8943404
215.1243004,53.0115607
215.1500978,53.0292737
215.0264418,52.9421305
214.973033,52.9048145
214.804273,52.784852
214.8381268,52.8070399
214.9677459,52.9009988
214.8817552,52.8400557
215.0689937,52.971994
214.9844351,52.912908
214.9813257,52.910217
214.8758229,52.8358872
214.848851,52.8139546
215.1019664,52.9950224
215.0307475,52.9454511
215.1998601,53.0646569
215.1409038,53.0230912
215.1319088,53.0168104
215.1562375,53.0332221
215.0175272,52.9363535
215.1096403,53.0010859
214.9013529,52.8523773
215.2139379,53.0742379
215.1743528,53.0465866
214.9452025,52.8851943
214.9967855,52.9214557
215.1043952,52.9974195
215.1704051,53.0439867
214.6786157,52.6950455
214.693521,52.7057873
215.0698423,52.9733863
214.8982003,52.8519011
214.8916112,52.8471559
214.9327663,52.8761468
215.011277,52.9319545
215.2177975,53.0771683
215.2047779,53.0682944
215.0752741,52.9773022
214.9144113,52.8628259
214.8195232,52.7959577
215.1977844,53.0634347
214.8446674,52.8136707
214.7467573,52.7365351
215.0608839,52.9634045
215.0887774,52.9866929
214.8159118,52.7933921
214.834565,52.8061392
215.1307258,53.0158027
214.6987247,52.7095637
214.7876705,52.77316
214.9904015,52.916996
215.059852,52.9664668
214.817971,52.7947604
215.1414736,53.0224377
215.1556348,53.0323324
214.8939943,52.8486955
215.1644405,53.0396003
215.1775718,53.0492791
214.7991984,52.7810527
214.8959911,52.8502362
215.0589179,52.9637125
214.7636075,52.7551585
215.0096221,52.9310751
215.2170734,53.0770804
215.0116218,52.9322396
214.8380685,52.8093204
215.1698845,53.0440126
214.7685377,52.7577287
214.8060901,52.7858443
214.764585,52.7568914
214.9203642,52.8678795
214.8468816,52.8155865
214.7055136,52.7142494
215.2161453,53.0756657
214.692474,52.7041246
214.7806026,52.7682417
215.0440926,52.9555279
214.9497904,52.8878972
215.0529312,52.9610301
214.9386821,52.880727
215.0530473,52.961415
214.7968438,52.7799854
215.0236428,52.9410942
214.9617715,52.8973326
215.1627048,53.0389928
215.0806524,52.9813737
214.9946072,52.9205948
215.0536937,52.9623669
215.1422317,53.0241495
215.2093952,53.0716468
215.1334205,53.017135
214.6905065,52.7039187
214.9539325,52.8915623
214.6881637,52.7023211
214.8732634,52.8342798
214.7817954,52.7688909
214.9908816,52.9060449
214.9147572,52.8634945
215.1734749,53.041512
215.2085842,53.0706774
215.2144893,53.0754279
215.0278545,52.9430204
214.9589823,52.8949937
214.6997326,52.7084006
215.0126787,52.9334516
215.0878419,52.9865738
215.1343827,53.014302
214.8727787,52.8331851
215.0239676,52.9414894
214.7537209,52.7479058
215.149044,53.0287687
215.1020061,52.9960849
214.9984697,52.9233854
215.1862344,53.0547744
214.997176,52.9225882
214.9348239,52.8778175
214.8752245,52.8326202
215.0225739,52.9405693
215.1773033,53.0495227
214.9483464,52.8880506
214.7081556,52.7162226
215.1504672,53.029542
214.6745008,52.6926888
215.122001,53.0107019
215.1039195,52.9970022
214.9439643,52.8848445
215.0413101,52.9538243
214.7834219,52.7707291
214.8905922,52.8470772
215.0660301,52.9712508
215.1322983,53.0173334
214.9847825,52.9138351
214.6901098,52.7031686
215.1328635,53.0179285
215.1314597,53.0173912
215.1514699,53.0314871
214.9441271,52.8845941
215.1031974,52.997544
214.9259764,52.8722596
215.1681922,53.0432359
215.0421302,52.9543901
215.1640643,53.0388519
214.6805745,52.6971438
215.0147296,52.9348704
214.9282323,52.8738745
215.1790279,53.0508638
215.1335234,53.0167621
215.0815478,52.9786785
215.2194308,53.0778884
214.8595615,52.8239907
215.1299223,53.016311
215.1784798,53.0500379
214.821445,52.7943256
215.1506011,53.0306906
214.9338043,52.8774078
214.8780856,52.8377539
215.0615721,52.9682194
215.1994645,53.0652733
214.9584247,52.8953591
215.1394158,53.0231187
215.058407,52.9659972
214.8154212,52.7936483
215.1540403,53.0334132
214.9990116,52.9241296
214.7915307,52.7762395
214.8483568,52.8171863
214.8961053,52.8511631
215.0105369,52.9322989
214.8630931,52.8274445
214.9850653,52.9143001
215.136161,53.0204798
214.8832679,52.8420875
215.2225368,53.0810646
214.884235,52.8425764
214.85149,52.8194864
214.7399702,52.7398664
214.861229,52.8264361
215.1022472,52.9967378
215.1171533,53.0067233
215.1957434,53.0627649
215.0492303,52.9596874
215.0527821,52.960139
215.1523856,53.0321642
215.0874972,52.9855448
214.8362746,52.8086975
214.8540575,52.8203704
215.0032505,52.9269584
214.8419741,52.8114613
214.8011333,52.783364
215.0499157,52.9599023
215.1623369,53.038129
215.134755,53.0198848
215.1131802,53.0047043
214.8492003,52.8148088
215.2191263,53.0765232
214.768055,52.7582399
214.789002,52.7744498
214.6742944,52.6928909
215.1655844,53.0413416
215.1376665,53.0220286
215.1534614,53.031416
215.0300412,52.946091
214.6953726,52.7069028
214.7349983,52.7317974
214.79551,52.7798041
215.0183672,52.9380962
214.9497751,52.8866364
215.1586528,53.0366435
215.1228967,53.0114925
214.6975017,52.7089402
214.7485237,52.746179
215.0839177,52.9840711
215.0141955,52.935168
214.955203,52.8927432
215.1805721,53.0521576
214.9158833,52.8637064
214.7307143,52.7335178
214.8382943,52.8103729
214.8111356,52.7908846
215.1984277,53.0649104
214.6975238,52.7098162
215.2121996,53.0743448
215.1488615,53.029386
215.1002028,52.9959349
215.0231366,52.9415778
214.8258593,52.8015738
214.7970853,52.7794974
214.9623561,52.8975936
214.9540107,52.8923974
214.805586,52.7871155
215.0120186,52.9336902
214.7884949,52.7731798
214.9793468,52.9106537
215.0774527,52.9799602
215.0297988,52.9452108
214.823066,52.7993735
215.2182393,53.0786857
214.7403695,52.7405066
214.6982434,52.7104141
214.8510367,52.8195992
214.6964884,52.7091656
214.9888806,52.9172477
214.9439247,52.8853045
214.8759621,52.8346616
215.0552458,52.9622971
215.1435011,53.0265198
215.1499804,53.0308174
215.1041613,52.9988582
214.8374759,52.8100009
215.0709161,52.9747588
214.79441,52.7790277
214.9081892,52.8597707
214.791575,52.7771709
215.0607675,52.9683089
215.0432297,52.9559231
214.7728964,52.7623653
215.2067043,53.0707364
215.0475311,52.9587869
214.8241258,52.8000643
215.1254472,53.0127684
214.8874787,52.8456014
215.1118881,53.0043451
215.0205153,52.939624
215.0635608,52.9693109
214.9927471,52.9202991
215.0676677,52.9728175
214.8832299,52.8425974
215.154009,53.0337603
215.072548,52.9766723
214.870483,52.8325058
214.8685366,52.8321046
214.9536431,52.8926118
214.8979132,52.8523593
215.2014185,53.067242
214.9445616,52.8858246
214.8699791,52.8331005
214.8534007,52.8214527
214.7709558,52.7624465
215.0762087,52.9791017
215.0089834,52.9312688
214.864864,52.8296081
215.1198566,53.0096664
214.8493208,52.8182892
215.0691671,52.9743596
214.9532879,52.8904102
214.7043742,52.7144383
215.1985166,53.0625212
214.8485906,52.8149925
214.7286467,52.7317329
215.1271154,53.0148124
215.1726854,53.0472298
214.8147376,52.7937558
214.6871531,52.70181
214.8132833,52.7929528
214.9064542,52.8572573
214.8051773,52.7871698
214.9335047,52.8776574
214.7903498,52.7758771
215.2128476,53.0751075
214.9577089,52.8956566
214.821879,52.7989126
215.1634684,53.0398592
214.8285697,52.8037607
214.9360641,52.8803359
214.841411,52.8109443
214.9451202,52.8867802
214.995797,52.9213581
214.8248928,52.8000673
215.1170085,53.0064151
215.046256,52.9583791
214.8753096,52.8371004
214.9191245,52.8677537
214.997285,52.922404
215.2087281,53.0725244
215.1075318,53.00076
215.1558659,53.0352488
215.0411138,52.9543021
215.1316157,53.0162839
215.1106591,53.0030939
215.1529893,53.0335881
214.9741119,52.9059949
215.1155313,53.0067527
214.8929128,52.8492141
214.9272186,52.8741534
215.2102816,53.0737885
215.1486079,53.0282969
215.0780805,52.9792137
215.0264952,52.9444993
215.1217306,53.0113042
214.7015451,52.712957
215.1363047,53.0216788
215.0350743,52.9503774
214.8320078,52.8040134
214.7846026,52.7726755
215.0568856,52.9658396
214.7161302,52.7237101
214.8429735,52.8141893
214.7754246,52.765672
214.7621753,52.7562061
214.9052799,52.8509554
215.2222541,53.0817936
214.6795063,52.6957193
214.8944633,52.8509049
215.2153146,53.0771136
215.1063777,53.0008678
215.1391015,53.0231232
215.1739778,53.0472687
214.8610912,52.8271305
215.1513872,53.0319867
215.2115195,53.0739884
214.9443208,52.8864315
215.0794282,52.9819304
214.9861945,52.91595
215.0293651,52.9466227
214.94177,52.8846245
215.1979444,53.0650848
214.6779605,52.6964439
214.7911696,52.7758963
215.0664819,52.9728495
214.8571852,52.8244956
215.1299538,53.01757
214.7951459,52.7800742
214.7385616,52.7395041
214.7324728,52.7316071
215.2067697,53.071525
215.0867424,52.9864562
215.0910049,52.9901858
215.1127048,53.0050533
214.9111219,52.8607697
215.2203623,53.0808712
214.8829786,52.8429855
214.6994599,52.7119582
214.831729,52.8054586
215.1745768,53.0483314
215.1458408,53.0285465
214.8760427,52.8380599
214.8900566,52.847488
214.8741647,52.8361195
215.1296282,53.017268
214.9326446,52.8782915
215.005809,52.9294096
214.7759452,52.7667447
215.0467593,52.959091
215.0373625,52.951793
215.0996891,52.996257
214.8138428,52.793529
214.803497,52.7856328
214.8707621,52.8332002
214.9722216,52.9059464
215.2051688,53.0682783
215.1846368,53.0549804
215.1676022,53.0440572
214.8518435,52.8209401
214.8035791,52.7864774
215.0988917,52.9956205
214.6908884,52.7059402
214.6777806,52.6952292
214.8494096,52.8192294
214.7316123,52.7350478
215.2199167,53.0793563
215.1589182,53.0377303
215.1633245,53.0408545
215.0675512,52.9738501
214.7042645,52.7155675
215.0728047,52.9775498
214.7843277,52.7724326
215.0459636,52.9586111
215.0866563,52.9873111
215.1359656,53.0182209
214.8705102,52.8342939
214.8243989,52.8009266
214.7008629,52.7128781
215.0785098,52.9816437
214.8404658,52.8129437
215.1534937,53.0322979
214.9089359,52.859769
214.920546,52.8685977
214.8614503,52.8273049
214.9441288,52.8856498
214.7571212,52.7526658
215.1943218,53.0630567
215.1186284,53.0098747
214.819515,52.7975087
215.1959322,53.0631665
215.0706244,52.9752538
215.1476884,53.0299297
215.0352116,52.9511317
214.9088625,52.8532744
215.1635666,53.0415224
214.8907016,52.8482753
214.8974213,52.8535516
214.8495586,52.8195032
215.1358044,53.0213297
215.1619558,53.0393595
214.7479968,52.7466323
215.1610261,53.0391323
214.9062403,52.8598087
215.2133707,53.0764349
214.8988133,52.8525543
215.1411497,53.0258314
214.8775143,52.8380211
214.9840024,52.9148552
214.7889131,52.7753792
214.7600157,52.7544904
215.0431393,52.9553207
215.1498027,53.0318223
214.6766178,52.6947474
214.8895243,52.8480153
214.9630914,52.9000994
214.7211932,52.7278084
214.8041722,52.7872451
215.057578,52.9670596
215.1518845,53.0325314
215.0934904,52.9923849
214.8847378,52.8445993
214.7103916,52.7202377
215.1709343,53.0455151
215.2138656,53.0760117
215.1648163,53.0425086
214.7938376,52.7789126
215.1252418,53.0144907
214.84716,52.8178372
214.8398579,52.8121442
214.7954713,52.7804684
214.8402112,52.8121707
214.7108198,52.7188861
215.1591182,53.0381624
215.157791,53.0360213
214.9519811,52.8915368
215.0337765,52.9503509
215.0527174,52.9628299
215.1490345,53.0315586
215.1241029,53.0139491
214.795886,52.7814458
214.8307408,52.806114
215.1684949,53.0452257
214.9209761,52.8704948
215.0712226,52.9764617
214.7207728,52.7277387
214.884598,52.8444063
214.9896432,52.9184159
215.095379,52.9938448
214.9181129,52.8673007
215.0653993,52.9727371
215.0983191,52.9830276
215.1834464,53.0543016
214.9954096,52.921707
215.1751325,53.0499759
214.677318,52.6962712
214.8121109,52.7931127
215.1537087,53.0346818
214.7983663,52.7833491
214.8806412,52.8418381
215.0287605,52.9468186
215.1946324,53.0547423
215.0918075,52.9837196
215.0079535,52.9322682
214.9173572,52.8681011
214.8098761,52.7916162
214.8137389,52.7919445
215.0431444,52.9571032
214.9363966,52.880247
214.9073945,52.8610398
215.1193671,53.0108895
215.1481366,53.0311101
214.7702401,52.7630051
215.1676695,53.0448615
214.8093687,52.7907567
215.1621749,53.0401614
214.6763101,52.696076
214.882051,52.8429189
214.7687066,52.7596061
214.8674929,52.8322716
215.0985418,52.9957645
215.1342187,53.021318
215.0989417,52.9965676
214.8694844,52.834151
214.8278822,52.8045149
214.8495946,52.8184828
214.8559189,52.8244999
214.7759103,52.7674611
214.9481702,52.8896973
214.8387216,52.8118123
215.0810778,52.9840022
214.9888339,52.9187392
215.1582443,53.03812
214.6859786,52.7031069
215.1262898,53.0138565
215.1227366,53.0098904
215.0528726,52.9635149
214.9389524,52.882773
215.0354019,52.9514371
215.1137185,53.0070442
215.1909703,53.0602487
214.7866718,52.7720703
214.7211307,52.7276398
214.8180927,52.7969181
215.0042536,52.9284875
215.1008119,52.9979703
215.0905229,52.9907478
214.8710612,52.8341046
215.1095725,53.0031956
214.8877091,52.8472348
214.74029,52.7420727
215.0355018,52.9519052
214.6899041,52.7054207
214.9750524,52.9088913
214.8940166,52.8513952
214.8325676,52.8054726
214.7298848,52.7326772
214.9350888,52.879837
214.6739323,52.6940555
214.6751424,52.6948597
214.9717254,52.9068968
214.8806335,52.8422088
214.7957121,52.7817829
214.8941401,52.8516746
215.1096177,53.0043106
214.9093615,52.8608591
214.6805067,52.6979143
214.813488,52.7938027
214.8487352,52.8192026
214.7824924,52.7721108
214.811275,52.7929224
214.8652658,52.8283894
214.6796067,52.6987286
214.7872385,52.7750666
215.0517777,52.9635843
215.0817367,52.9845176
214.9659011,52.9022871
214.9107762,52.8631882
214.7711712,52.764287
214.912381,52.8639915
215.1224945,53.0134172
215.107234,53.0023545
214.7688345,52.7621983
214.9033296,52.8584375
215.0195356,52.9376239
215.1576813,53.0381969
215.0978246,52.9951181
215.0530903,52.9643798
214.7574972,52.7545983
214.8401446,52.8109021
214.7950568,52.7814362
214.991274,52.9207543
214.9199513,52.8669279
214.8297047,52.8061696
214.7751788,52.7669285
214.8582509,52.8259812
215.2157441,53.0770898
214.7099689,52.7183317
214.8909654,52.8497984
215.1310377,53.0195233
214.8183771,52.7981239
214.8731833,52.8363907
214.8984562,52.8544251
214.7599459,52.7558863
214.7638403,52.7592264
214.9693457,52.9054459
215.0927746,52.9919929
214.7479651,52.7457087
214.8596734,52.8265522
214.8490922,52.8199906
215.2077179,53.0728267
214.8226975,52.8009852
214.9146544,52.8666912
214.9090027,52.8621423
214.7985481,52.7840468
214.8499489,52.8205018
214.6794404,52.6978726
214.9775452,52.9107871
214.7650768,52.7600158
215.1675101,53.0443464
214.8661502,52.8322318
215.1817489,53.055155
215.0488318,52.9613242
214.9492506,52.8912791
215.2058469,53.0721712
214.9559747,52.8948701
215.0533926,52.964933
215.0420248,52.956849
214.974688,52.9092299
215.2097842,53.0734915
214.904828,52.8597824
214.8335613,52.8080131
215.0404048,52.9557274
215.1569057,53.0378585
215.0162561,52.9379114
215.1136893,53.0074765
215.1552783,53.0354183
214.9961789,52.9225763
215.07351,52.9791978
214.8612347,52.8285884
214.7490571,52.7488009
215.1674439,53.0450902
214.9792715,52.9120582
215.214327,53.0774092
215.1931489,53.0621937
215.1343273,53.021858
215.0642941,52.9723622
214.8493131,52.8153379
215.1001666,52.9970493
214.976052,52.9103237
214.7538884,52.7520427
214.724392,52.731125
214.6809371,52.7000428
215.1631214,53.0423216
214.9477138,52.8903576
214.78026,52.7706306
215.0536541,52.965279
215.1762894,53.0514394
214.9619119,52.900417
215.220069,53.0816974
214.8987061,52.8546938
215.0719417,52.9778731
215.1043919,53.0008102
215.1476953,53.0313128
214.9671982,52.9042225
215.0791642,52.9830764
215.1756174,53.0504623
214.8641166,52.8310523
215.1995798,53.0678761
214.8573208,52.8257681
214.7523049,52.7501126
214.9701291,52.9063371
214.8565759,52.8256453
215.2029852,53.0680745
214.6749593,52.6955306
215.1543687,53.0353797
214.837658,52.812258
214.8877918,52.8477537
214.8288609,52.8056943
214.966614,52.9038828
214.907959,52.8619729
214.8557407,52.8248381
214.7527247,52.7510629
214.7591216,52.7560187
215.1620338,53.0399696
214.8302376,52.8058244
215.1450108,53.0297628
214.7903476,52.7763855
215.1746514,53.0505057
